event_time,src_ip,dst_ip,asset_name,business_level,exposure,log_source,event_type,request_method,request_uri,status_code,user_agent,username,auth_result,signature,severity,raw_message
2026-06-15 08:39:13,214.124.20.211,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"214.124.20.211 - - [15/Jun/2026:08:39:13 +0800] ""GET /contact HTTP/1.1"" 200 4511 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:39:30,124.235.139.193,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,david,success,,,2026-06-15 08:39:30 src_ip=124.235.139.193 dst_ip=192.168.10.40 username=david auth_result=success
2026-06-15 08:39:35,103.135.230.89,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET POLICY Curl User-Agent Outbound,3.0,"{""timestamp"": ""2026-06-15T08:39:35+08:00"", ""src_ip"": ""103.135.230.89"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Curl User-Agent Outbound"", ""severity"": 3, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:39:41,90.91.161.141,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/user/profile,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"90.91.161.141 - - [15/Jun/2026:08:39:41 +0800] ""GET /user/profile HTTP/1.1"" 200 8189 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:40:00,78.73.175.205,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/download/manual.pdf,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"78.73.175.205 - - [15/Jun/2026:08:40:00 +0800] ""GET /download/manual.pdf HTTP/1.1"" 200 8001 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:40:13,45.63.241.97,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible SQL Injection Attempt,1.0,"{""timestamp"": ""2026-06-15T08:40:13+08:00"", ""src_ip"": ""45.63.241.97"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:40:26,108.40.162.74,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/search?q=office,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"108.40.162.74 - - [15/Jun/2026:08:40:26 +0800] ""GET /search?q=office HTTP/1.1"" 200 5514 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:40:28,66.88.78.8,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,bob,success,,,2026-06-15 08:40:28 src_ip=66.88.78.8 dst_ip=192.168.10.40 username=bob auth_result=success
2026-06-15 08:40:47,73.180.1.15,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible XSS Attempt,2.0,"{""timestamp"": ""2026-06-15T08:40:47+08:00"", ""src_ip"": ""73.180.1.15"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:40:51,154.147.79.185,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/search?q=office,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"154.147.79.185 - - [15/Jun/2026:08:40:51 +0800] ""GET /search?q=office HTTP/1.1"" 200 4366 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.20"""
2026-06-15 08:41:15,214.67.67.63,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,alice,success,,,2026-06-15 08:41:15 src_ip=214.67.67.63 dst_ip=192.168.10.20 username=alice auth_result=success
2026-06-15 08:41:17,122.168.78.224,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/login,302,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"122.168.78.224 - - [15/Jun/2026:08:41:17 +0800] ""GET /login HTTP/1.1"" 302 598 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:41:33,120.191.18.224,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET SCAN Nmap Scripting Engine User-Agent Detected,2.0,"{""timestamp"": ""2026-06-15T08:41:33+08:00"", ""src_ip"": ""120.191.18.224"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:41:45,97.28.94.146,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/search?q=office,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"97.28.94.146 - - [15/Jun/2026:08:41:45 +0800] ""GET /search?q=office HTTP/1.1"" 200 4483 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.20"""
2026-06-15 08:42:06,127.211.37.216,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/login,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"127.211.37.216 - - [15/Jun/2026:08:42:06 +0800] ""GET /login HTTP/1.1"" 200 7937 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.10"""
2026-06-15 08:42:13,191.220.144.142,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET POLICY Suspicious inbound to mySQL port 3306,1.0,"{""timestamp"": ""2026-06-15T08:42:13+08:00"", ""src_ip"": ""191.220.144.142"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:42:18,221.166.216.86,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,emma,success,,,2026-06-15 08:42:18 src_ip=221.166.216.86 dst_ip=192.168.10.40 username=emma auth_result=success
2026-06-15 08:42:35,24.201.182.188,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/api/v1/orders?page=1,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"24.201.182.188 - - [15/Jun/2026:08:42:35 +0800] ""GET /api/v1/orders?page=1 HTTP/1.1"" 200 7628 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.10"""
2026-06-15 08:42:43,78.46.21.54,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Curl User-Agent Outbound,3.0,"{""timestamp"": ""2026-06-15T08:42:43+08:00"", ""src_ip"": ""78.46.21.54"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Curl User-Agent Outbound"", ""severity"": 3, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:42:59,48.249.169.50,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/dashboard,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"48.249.169.50 - - [15/Jun/2026:08:42:59 +0800] ""GET /dashboard HTTP/1.1"" 200 7313 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:43:17,115.93.96.139,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,bob,success,,,2026-06-15 08:43:17 src_ip=115.93.96.139 dst_ip=192.168.10.20 username=bob auth_result=success
2026-06-15 08:43:23,169.16.43.98,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"169.16.43.98 - - [15/Jun/2026:08:43:23 +0800] ""GET /contact HTTP/1.1"" 200 7529 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:43:31,94.136.239.229,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible SQL Injection Attempt,1.0,"{""timestamp"": ""2026-06-15T08:43:31+08:00"", ""src_ip"": ""94.136.239.229"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:43:46,102.150.184.86,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/products,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"102.150.184.86 - - [15/Jun/2026:08:43:46 +0800] ""GET /products HTTP/1.1"" 200 8069 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.20"""
2026-06-15 08:44:12,98.185.130.182,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,david,success,,,2026-06-15 08:44:12 src_ip=98.185.130.182 dst_ip=192.168.10.20 username=david auth_result=success
2026-06-15 08:44:12,49.56.137.142,192.168.10.30,DB-Server-01,high,internal,suricata_eve,alert,,,,,,,ET WEB_SERVER Possible XSS Attempt,2.0,"{""timestamp"": ""2026-06-15T08:44:12+08:00"", ""src_ip"": ""49.56.137.142"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:44:14,149.236.87.239,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/products,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"149.236.87.239 - - [15/Jun/2026:08:44:14 +0800] ""POST /products HTTP/1.1"" 200 5315 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:44:42,187.40.37.94,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/login,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"187.40.37.94 - - [15/Jun/2026:08:44:42 +0800] ""GET /login HTTP/1.1"" 200 4883 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:44:51,162.212.147.58,192.168.10.40,OA-System-01,high,public,suricata_eve,alert,,,,,,,ET SCAN Nmap Scripting Engine User-Agent Detected,2.0,"{""timestamp"": ""2026-06-15T08:44:51+08:00"", ""src_ip"": ""162.212.147.58"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:44:59,29.170.230.130,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,frank,success,,,2026-06-15 08:44:59 src_ip=29.170.230.130 dst_ip=192.168.10.20 username=frank auth_result=success
2026-06-15 08:45:03,166.204.30.206,192.168.10.20,Login-Server-01,core,public,access_log,web_request,POST,/download/manual.pdf,404,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"166.204.30.206 - - [15/Jun/2026:08:45:03 +0800] ""POST /download/manual.pdf HTTP/1.1"" 404 2138 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.20"""
2026-06-15 08:45:22,208.50.171.47,192.168.10.10,Web-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Suspicious inbound to mySQL port 3306,1.0,"{""timestamp"": ""2026-06-15T08:45:22+08:00"", ""src_ip"": ""208.50.171.47"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:45:28,79.100.231.149,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/dashboard,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"79.100.231.149 - - [15/Jun/2026:08:45:28 +0800] ""GET /dashboard HTTP/1.1"" 200 7073 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.10"""
2026-06-15 08:45:57,56.142.124.238,192.168.10.20,Login-Server-01,core,public,access_log,web_request,POST,/docs/api,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"56.142.124.238 - - [15/Jun/2026:08:45:57 +0800] ""POST /docs/api HTTP/1.1"" 200 6392 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.20"""
2026-06-15 08:45:59,144.118.169.40,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,david,success,,,2026-06-15 08:45:59 src_ip=144.118.169.40 dst_ip=192.168.10.20 username=david auth_result=success
2026-06-15 08:46:05,196.17.34.245,192.168.10.20,Login-Server-01,core,public,suricata_eve,alert,,,,,,,ET POLICY Curl User-Agent Outbound,3.0,"{""timestamp"": ""2026-06-15T08:46:05+08:00"", ""src_ip"": ""196.17.34.245"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Curl User-Agent Outbound"", ""severity"": 3, ""category"": ""Attempted Information Leak""}}"
2026-06-15 08:46:20,30.103.238.186,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/status,302,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"30.103.238.186 - - [15/Jun/2026:08:46:20 +0800] ""GET /status HTTP/1.1"" 302 4122 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.20"""
2026-06-15 08:46:46,41.155.5.194,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"41.155.5.194 - - [15/Jun/2026:08:46:46 +0800] ""GET /products HTTP/1.1"" 200 4755 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.40"""
2026-06-15 08:46:55,158.69.131.164,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,frank,success,,,2026-06-15 08:46:55 src_ip=158.69.131.164 dst_ip=192.168.10.20 username=frank auth_result=success
2026-06-15 08:47:07,123.215.176.180,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"123.215.176.180 - - [15/Jun/2026:08:47:07 +0800] ""POST / HTTP/1.1"" 200 2166 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.10"""
2026-06-15 08:47:34,162.159.28.201,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/status,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"162.159.28.201 - - [15/Jun/2026:08:47:34 +0800] ""GET /status HTTP/1.1"" 200 6294 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:47:50,221.111.157.1,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,helen,failed,,,2026-06-15 08:47:50 src_ip=221.111.157.1 dst_ip=192.168.10.20 username=helen auth_result=failed
2026-06-15 08:48:02,56.145.214.233,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/search?q=office,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"56.145.214.233 - - [15/Jun/2026:08:48:02 +0800] ""GET /search?q=office HTTP/1.1"" 304 5286 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:48:21,71.67.75.234,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/products?id=1001,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"71.67.75.234 - - [15/Jun/2026:08:48:21 +0800] ""GET /products?id=1001 HTTP/1.1"" 200 4600 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.40"""
2026-06-15 08:48:37,55.189.1.172,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,alice,success,,,2026-06-15 08:48:37 src_ip=55.189.1.172 dst_ip=192.168.10.20 username=alice auth_result=success
2026-06-15 08:48:50,61.39.45.206,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/docs/api,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"61.39.45.206 - - [15/Jun/2026:08:48:50 +0800] ""GET /docs/api HTTP/1.1"" 200 7861 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:49:15,203.195.75.148,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"203.195.75.148 - - [15/Jun/2026:08:49:15 +0800] ""GET /contact HTTP/1.1"" 200 1848 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:49:35,126.151.1.96,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,grace,success,,,2026-06-15 08:49:35 src_ip=126.151.1.96 dst_ip=192.168.10.20 username=grace auth_result=success
2026-06-15 08:49:41,195.12.211.165,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/docs/api,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"195.12.211.165 - - [15/Jun/2026:08:49:41 +0800] ""POST /docs/api HTTP/1.1"" 200 7367 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.40"""
2026-06-15 08:50:05,144.245.129.25,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/download/manual.pdf,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"144.245.129.25 - - [15/Jun/2026:08:50:05 +0800] ""GET /download/manual.pdf HTTP/1.1"" 200 4504 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:50:28,146.118.52.248,192.168.10.40,OA-System-01,high,public,access_log,web_request,GET,/api/v1/orders?page=1,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"146.118.52.248 - - [15/Jun/2026:08:50:28 +0800] ""GET /api/v1/orders?page=1 HTTP/1.1"" 200 6765 ""https://portal.example.local/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.40"""
2026-06-15 08:50:34,37.132.12.186,192.168.10.40,OA-System-01,high,public,auth_log,authentication,,,,,charlie,success,,,2026-06-15 08:50:34 src_ip=37.132.12.186 dst_ip=192.168.10.40 username=charlie auth_result=success
2026-06-15 08:50:58,38.68.101.128,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/search?q=office,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"38.68.101.128 - - [15/Jun/2026:08:50:58 +0800] ""POST /search?q=office HTTP/1.1"" 200 7199 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:51:19,164.11.145.93,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/products,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"164.11.145.93 - - [15/Jun/2026:08:51:19 +0800] ""POST /products HTTP/1.1"" 304 7528 ""https://portal.example.local/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.10"""
2026-06-15 08:51:22,163.128.167.171,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,alice,success,,,2026-06-15 08:51:22 src_ip=163.128.167.171 dst_ip=192.168.10.20 username=alice auth_result=success
2026-06-15 08:51:44,80.193.198.112,192.168.10.10,Web-Server-01,core,public,access_log,web_request,POST,/,302,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"80.193.198.112 - - [15/Jun/2026:08:51:44 +0800] ""POST / HTTP/1.1"" 302 2054 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:52:06,180.108.172.177,192.168.10.20,Login-Server-01,core,public,access_log,web_request,GET,/blog/2026/security-weekly,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15,,,,,"180.108.172.177 - - [15/Jun/2026:08:52:06 +0800] ""GET /blog/2026/security-weekly HTTP/1.1"" 200 5196 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 Version/17.0 Safari/605.1.15"" ""192.168.10.20"""
2026-06-15 08:52:25,53.78.137.241,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,emma,success,,,2026-06-15 08:52:25 src_ip=53.78.137.241 dst_ip=192.168.10.20 username=emma auth_result=success
2026-06-15 08:52:38,160.160.35.209,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/status,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36,,,,,"160.160.35.209 - - [15/Jun/2026:08:52:38 +0800] ""POST /status HTTP/1.1"" 200 7388 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126.0 Safari/537.36"" ""192.168.10.40"""
2026-06-15 08:52:55,202.41.2.153,192.168.10.40,OA-System-01,high,public,access_log,web_request,POST,/,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"202.41.2.153 - - [15/Jun/2026:08:52:55 +0800] ""POST / HTTP/1.1"" 200 5454 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.40"""
2026-06-15 08:53:12,170.111.4.200,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,alice,success,,,2026-06-15 08:53:12 src_ip=170.111.4.200 dst_ip=192.168.10.20 username=alice auth_result=success
2026-06-15 08:53:25,83.165.251.115,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/contact,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,,,,,"83.165.251.115 - - [15/Jun/2026:08:53:25 +0800] ""GET /contact HTTP/1.1"" 200 2236 ""https://portal.example.local/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148"" ""192.168.10.10"""
2026-06-15 08:53:46,200.111.248.23,192.168.10.10,Web-Server-01,core,public,access_log,web_request,GET,/index.html,200,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0,,,,,"200.111.248.23 - - [15/Jun/2026:08:53:46 +0800] ""GET /index.html HTTP/1.1"" 200 3699 ""https://portal.example.local/"" ""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/127.0"" ""192.168.10.10"""
2026-06-15 08:54:05,126.226.104.18,192.168.10.20,Login-Server-01,core,public,auth_log,authentication,,,,,helen,failed,,,2026-06-15 08:54:05 src_ip=126.226.104.18 dst_ip=192.168.10.20 username=helen auth_result=failed
