alert_id,event_time,src_ip,dst_ip,asset_name,business_level,log_source,attack_type,rule_id,rule_name,matched_field,matched_value,severity,evidence,recommendation,raw_message
ALT-000043,2026-06-15 08:34:44,129.53.206.47,192.168.10.10,Web-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET SCAN Nmap Scripting Engine User-Agent Detected；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:34:44+08:00"", ""src_ip"": ""129.53.206.47"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000044,2026-06-15 08:35:34,91.123.194.45,192.168.10.20,Login-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET POLICY Suspicious inbound to mySQL port 3306；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:35:34+08:00"", ""src_ip"": ""91.123.194.45"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000045,2026-06-15 08:36:42,211.203.132.201,192.168.10.40,OA-System-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible SQL Injection Attempt；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:36:42+08:00"", ""src_ip"": ""211.203.132.201"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000046,2026-06-15 08:37:31,97.31.25.71,192.168.10.10,Web-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible XSS Attempt；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:37:31+08:00"", ""src_ip"": ""97.31.25.71"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000047,2026-06-15 08:38:14,152.80.234.197,192.168.10.20,Login-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET SCAN Nmap Scripting Engine User-Agent Detected；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:38:14+08:00"", ""src_ip"": ""152.80.234.197"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000048,2026-06-15 08:38:42,120.57.17.9,192.168.10.30,DB-Server-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET POLICY Suspicious inbound to mySQL port 3306；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:38:42+08:00"", ""src_ip"": ""120.57.17.9"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000049,2026-06-15 08:40:13,45.63.241.97,192.168.10.10,Web-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible SQL Injection Attempt；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:40:13+08:00"", ""src_ip"": ""45.63.241.97"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000050,2026-06-15 08:40:47,73.180.1.15,192.168.10.20,Login-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible XSS Attempt；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:40:47+08:00"", ""src_ip"": ""73.180.1.15"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000051,2026-06-15 08:41:33,120.191.18.224,192.168.10.30,DB-Server-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET SCAN Nmap Scripting Engine User-Agent Detected；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:41:33+08:00"", ""src_ip"": ""120.191.18.224"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000052,2026-06-15 08:42:13,191.220.144.142,192.168.10.40,OA-System-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET POLICY Suspicious inbound to mySQL port 3306；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:42:13+08:00"", ""src_ip"": ""191.220.144.142"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000053,2026-06-15 08:43:31,94.136.239.229,192.168.10.20,Login-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible SQL Injection Attempt；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:43:31+08:00"", ""src_ip"": ""94.136.239.229"", ""dest_ip"": ""192.168.10.20"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible SQL Injection Attempt"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000054,2026-06-15 08:44:12,49.56.137.142,192.168.10.30,DB-Server-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET WEB_SERVER Possible XSS Attempt；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:44:12+08:00"", ""src_ip"": ""49.56.137.142"", ""dest_ip"": ""192.168.10.30"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET WEB_SERVER Possible XSS Attempt"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000055,2026-06-15 08:44:51,162.212.147.58,192.168.10.40,OA-System-01,high,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,2.0,high,Suricata 高危告警；signature=ET SCAN Nmap Scripting Engine User-Agent Detected；severity=2.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:44:51+08:00"", ""src_ip"": ""162.212.147.58"", ""dest_ip"": ""192.168.10.40"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET SCAN Nmap Scripting Engine User-Agent Detected"", ""severity"": 2, ""category"": ""Attempted Information Leak""}}"
ALT-000056,2026-06-15 08:45:22,208.50.171.47,192.168.10.10,Web-Server-01,core,suricata_eve,IDS Alert,IDS-001,IDS High Severity Alert,severity,1.0,high,Suricata 高危告警；signature=ET POLICY Suspicious inbound to mySQL port 3306；severity=1.0；proto=,结合五元组、目标资产和 Web 日志进一步确认攻击是否成功。,"{""timestamp"": ""2026-06-15T08:45:22+08:00"", ""src_ip"": ""208.50.171.47"", ""dest_ip"": ""192.168.10.10"", ""proto"": ""TCP"", ""event_type"": ""alert"", ""alert"": {""signature"": ""ET POLICY Suspicious inbound to mySQL port 3306"", ""severity"": 1, ""category"": ""Attempted Information Leak""}}"
ALT-000057,2026-06-15 10:40:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:40:00 +0800] ""GET /.env HTTP/1.1"" 404 1195 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000058,2026-06-15 10:40:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:40:00 +0800] ""GET /.env HTTP/1.1"" 404 1195 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000059,2026-06-15 10:40:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:40:15 +0800] ""GET /.git/config HTTP/1.1"" 404 1180 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000060,2026-06-15 10:40:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:40:15 +0800] ""GET /.git/config HTTP/1.1"" 404 1180 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000061,2026-06-15 10:40:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:40:30 +0800] ""GET /backup.zip HTTP/1.1"" 403 367 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000062,2026-06-15 10:40:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:40:30 +0800] ""GET /backup.zip HTTP/1.1"" 403 367 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000063,2026-06-15 10:40:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:40:45 +0800] ""GET /config.php HTTP/1.1"" 200 248 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000064,2026-06-15 10:40:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:40:45 +0800] ""GET /config.php HTTP/1.1"" 200 248 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000065,2026-06-15 10:41:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:41:00 +0800] ""GET /wp-config.php HTTP/1.1"" 500 526 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000066,2026-06-15 10:41:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:41:00 +0800] ""GET /wp-config.php HTTP/1.1"" 500 526 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000067,2026-06-15 10:41:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:41:15 +0800] ""GET /.env HTTP/1.1"" 404 344 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000068,2026-06-15 10:41:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:41:15 +0800] ""GET /.env HTTP/1.1"" 404 344 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000069,2026-06-15 10:41:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:41:30 +0800] ""GET /.git/config HTTP/1.1"" 404 532 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000070,2026-06-15 10:41:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:41:30 +0800] ""GET /.git/config HTTP/1.1"" 404 532 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000071,2026-06-15 10:41:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:41:45 +0800] ""GET /backup.zip HTTP/1.1"" 403 692 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000072,2026-06-15 10:41:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:41:45 +0800] ""GET /backup.zip HTTP/1.1"" 403 692 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000073,2026-06-15 10:42:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:42:00 +0800] ""GET /config.php HTTP/1.1"" 200 444 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000074,2026-06-15 10:42:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:42:00 +0800] ""GET /config.php HTTP/1.1"" 200 444 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000075,2026-06-15 10:42:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:42:15 +0800] ""GET /wp-config.php HTTP/1.1"" 500 588 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000076,2026-06-15 10:42:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:42:15 +0800] ""GET /wp-config.php HTTP/1.1"" 500 588 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000077,2026-06-15 10:42:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:42:30 +0800] ""GET /.env HTTP/1.1"" 404 701 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000078,2026-06-15 10:42:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:42:30 +0800] ""GET /.env HTTP/1.1"" 404 701 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000079,2026-06-15 10:42:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:42:45 +0800] ""GET /.git/config HTTP/1.1"" 404 471 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000080,2026-06-15 10:42:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:42:45 +0800] ""GET /.git/config HTTP/1.1"" 404 471 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000081,2026-06-15 10:43:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:43:00 +0800] ""GET /backup.zip HTTP/1.1"" 403 478 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000082,2026-06-15 10:43:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:43:00 +0800] ""GET /backup.zip HTTP/1.1"" 403 478 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000083,2026-06-15 10:43:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:43:15 +0800] ""GET /config.php HTTP/1.1"" 200 487 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000084,2026-06-15 10:43:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:43:15 +0800] ""GET /config.php HTTP/1.1"" 200 487 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000085,2026-06-15 10:43:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:43:30 +0800] ""GET /wp-config.php HTTP/1.1"" 500 1136 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000086,2026-06-15 10:43:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:43:30 +0800] ""GET /wp-config.php HTTP/1.1"" 500 1136 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000087,2026-06-15 10:43:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:43:45 +0800] ""GET /.env HTTP/1.1"" 404 1007 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000088,2026-06-15 10:43:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:43:45 +0800] ""GET /.env HTTP/1.1"" 404 1007 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000089,2026-06-15 10:44:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:44:00 +0800] ""GET /.git/config HTTP/1.1"" 404 574 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000090,2026-06-15 10:44:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:44:00 +0800] ""GET /.git/config HTTP/1.1"" 404 574 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000091,2026-06-15 10:44:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:44:15 +0800] ""GET /backup.zip HTTP/1.1"" 403 1083 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000092,2026-06-15 10:44:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:44:15 +0800] ""GET /backup.zip HTTP/1.1"" 403 1083 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000093,2026-06-15 10:44:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:44:30 +0800] ""GET /config.php HTTP/1.1"" 200 670 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
